ID,Label,Layer,TSNE_1,TSNE_2,Pred_Prob
sp|A2AIR5|NMD3A_MOUSE,0,Input_Layer,-6.909742,-2.6120884,0.012658809
sp|O43497|CAC1G_HUMAN,1,Input_Layer,10.052083,15.333621,0.99838495
sp|Q7KVW5|KCNN_DROME,0,Input_Layer,7.7782903,9.832445,0.0074014477
sp|Q9VDH6|IR93A_DROME,0,Input_Layer,-4.3032045,-6.785302,0.0014179603
sp|P50077|CCH1_YEAST,1,Input_Layer,10.194933,-13.619253,0.9983571
sp|Q12252|PHM7_YEAST,0,Input_Layer,7.5838537,-14.179031,0.0041156793
sp|E9NA96|IR25A_DROME,0,Input_Layer,-5.7120705,-6.584912,0.0024725348
sp|C3VMW3|CLD17_PIG,0,Input_Layer,-16.373066,11.419086,0.0048520197
sp|Q8CD54|PIEZ2_MOUSE,0,Input_Layer,-1.3165786,11.770471,0.008401175
sp|P97794|KCNJ8_MOUSE,1,Input_Layer,14.96874,-1.649416,0.998679
sp|E1BNE9|KCNJ3_BOVIN,1,Input_Layer,15.054865,-0.6386694,0.9909637
sp|Q5FKD1|FLUC2_LACAC,0,Input_Layer,23.108395,-3.8608303,0.005486958
sp|Q9HCF6|TRPM3_HUMAN,0,Input_Layer,0.12344578,4.877582,0.001921538
sp|G5EFC3|KCNAG_CAEEL,1,Input_Layer,6.875631,4.541772,0.9978531
sp|P39285|MSCM_ECOLI,0,Input_Layer,-16.658068,19.232422,0.0014170449
sp|Q9VAS7|INX3_DROME,0,Input_Layer,-19.123621,-12.337691,0.0097337235
sp|P22770|ACHA7_CHICK,0,Input_Layer,-18.114416,0.1219161,0.0016586747
sp|Q9JLF1|GBRT_MOUSE,0,Input_Layer,-13.46325,-2.3120162,0.006972351
sp|E9PTA2|TRPM2_RAT,0,Input_Layer,-0.16419174,2.261843,0.0029253128
sp|Q13936|CAC1C_HUMAN,1,Input_Layer,7.854522,16.023066,0.9967795
sp|Q9PT84|KCNH6_CHICK,1,Input_Layer,3.3669174,6.877178,0.9938275
sp|S5VBU1|TM175_STRC3,0,Input_Layer,16.03819,-15.134848,0.00768584
sp|Q4GZT3|PKD2_BOVIN,1,Input_Layer,3.7172036,4.656538,0.9874637
sp|O00555|CAC1A_HUMAN,1,Input_Layer,8.409222,17.049849,0.99721056
sp|Q58543|MSMJL_METJA,0,Input_Layer,18.615644,-10.331137,0.006897727
sp|Q6P9J9|ANO6_MOUSE,1,Input_Layer,-3.2955697,5.8565125,0.9504235
sp|Q8K3P1|P2RX2_MOUSE,0,Input_Layer,-6.803085,18.482187,0.0036027657
sp|Q8TDN1|KCNG4_HUMAN,1,Input_Layer,9.012257,4.3967066,0.9966355
sp|G5ECJ0|GBR1_CAEEL,0,Input_Layer,-14.900442,-3.3590465,0.0012698185
sp|Q24418|NMDA1_DROME,1,Input_Layer,-6.5527563,-4.738796,0.9582243
sp|Q5FKD2|FLUC1_LACAC,0,Input_Layer,23.180605,-3.7511013,0.010041778
sp|Q91892|CLCC1_XENLA,0,Input_Layer,12.663685,-23.074268,0.0060017663
sp|P0A333|KCSA_STRCO,0,Input_Layer,13.207069,-6.3880086,0.007580225
sp|P02718|ACHD_TETCF,0,Input_Layer,-15.904417,-5.728786,0.00760184
sp|A0A086F3E3|TM175_CHRP1,0,Input_Layer,16.14798,-14.944055,0.010091292
sp|Q9W0Y8|SCN60_DROME,1,Input_Layer,6.0851736,12.789825,0.99558264
sp|Q8BLA8|TRPA1_MOUSE,1,Input_Layer,1.0249745,-5.8911877,0.9591004
sp|F4IN58|PIEZO_ARATH,0,Input_Layer,3.6660514,-9.707647,0.0043021874
sp|P04758|ACHB_BOVIN,0,Input_Layer,-16.720434,0.42283726,0.0056585507
sp|Q8IU68|TMC8_HUMAN,0,Input_Layer,-5.763703,8.6692295,0.002351238
sp|Q9NQ90|ANO2_HUMAN,0,Input_Layer,-3.272718,5.8248982,0.036154646
sp|Q8I4B0|KCNSK_CAEEL,1,Input_Layer,6.682574,3.29289,0.99012357
sp|Q96RD7|PANX1_HUMAN,0,Input_Layer,-1.4367285,8.563811,0.0010531348
sp|G5ECT0|PBO5_CAEEL,0,Input_Layer,-13.419289,-5.6853337,0.0056566107
sp|P24612|MEC4_CAEEL,0,Input_Layer,-10.039462,23.375874,0.0035631945
sp|O81776|GLR24_ARATH,0,Input_Layer,-3.2977006,-13.773233,0.005256632
sp|Q6UXY8|TMC5_HUMAN,0,Input_Layer,-6.359493,4.246338,0.010932037
sp|Q61180|SCNNA_MOUSE,0,Input_Layer,-6.567613,20.996517,0.0019930312
sp|Q9Y0A1|ITPR_CAEEL,0,Input_Layer,13.717182,20.540012,0.00028014285
sp|Q54AX6|CLCA_DICDI,1,Input_Layer,8.018855,-9.023237,0.99605906
sp|Q9NA13|IPLA_DICDI,0,Input_Layer,6.914379,-8.305275,0.011826638
sp|E2JF22|PIEZ1_MOUSE,0,Input_Layer,-1.4668983,11.734189,0.008402606
sp|Q7RTM1|OTOP1_HUMAN,0,Input_Layer,-4.7170506,11.533804,0.005094793
sp|Q9FVQ5|CSCL1_ARATH,0,Input_Layer,4.2333927,-15.093363,0.0049213828
sp|Q20332|TTYH1_CAEEL,0,Input_Layer,-15.096439,8.369389,0.009906802
sp|Q23435|TWK9_CAEEL,0,Input_Layer,10.5555935,-4.1795244,0.019753307
sp|Q6I7B9|MAT_INCAA,0,Input_Layer,20.651161,10.258368,0.0118433405
sp|P17970|KCNAB_DROME,1,Input_Layer,7.409588,9.94511,0.9964336
sp|G5EDN0|ACC3_CAEEL,0,Input_Layer,-16.50127,-2.6195204,0.002880685
sp|P23645|BIB_DROME,0,Input_Layer,-19.428413,7.3433094,0.010426197
sp|Q14643|ITPR1_HUMAN,0,Input_Layer,11.888335,20.357845,0.011043345
sp|Q21121|MCU_CAEEL,0,Input_Layer,-8.801297,-14.682476,0.0057000834
sp|Q9EQJ0|TPC1_MOUSE,1,Input_Layer,5.2221427,0.8970034,0.99720323
sp|Q5QM84|TPC1_ORYSJ,1,Input_Layer,4.728789,0.75925124,0.99686205
sp|Q21415|GLR3_CAEEL,0,Input_Layer,-6.326945,-8.338485,0.001915499
sp|Q25011|FANA_CORAP,0,Input_Layer,-8.913932,26.08039,0.002650952
sp|G5EG88|ACH23_CAEEL,0,Input_Layer,-14.5786915,-5.3728476,0.006565366
sp|Q9Z307|KCJ16_MOUSE,1,Input_Layer,14.928606,-2.7152586,0.99958414
sp|Q9HB15|KCNKC_HUMAN,1,Input_Layer,12.587061,0.6283144,0.9981384
sp|Q9U298|ACH8_CAEEL,0,Input_Layer,-15.613426,-6.629874,0.0028535041
sp|P37020|GEF1_YEAST,1,Input_Layer,8.347441,-9.219565,0.99856585
sp|Q7RTS5|OTOP3_HUMAN,0,Input_Layer,-4.331955,11.708582,0.017468123
sp|Q21123|INX7_CAEEL,0,Input_Layer,-16.541988,-10.939492,0.0009473302
sp|Q12791|KCMA1_HUMAN,1,Input_Layer,4.4593663,17.213572,0.9969657
sp|A8DYE2|TRPCG_DROME,0,Input_Layer,-2.2723129,0.6309444,0.006142597
sp|Q9NA73|T38B2_CAEEL,0,Input_Layer,-6.080202,14.801971,0.008349108
sp|Q9SJE8|ALMT2_ARATH,0,Input_Layer,1.7251025,-19.61311,0.008420113
sp|P35500|SCNA_DROME,1,Input_Layer,7.110151,16.667803,0.99921143
sp|Q28181|CNGB1_BOVIN,0,Input_Layer,-8.114656,1.7824292,0.011170091
sp|Q9U3K5|INX2_CAEEL,0,Input_Layer,-17.836021,-13.109483,0.0029469035
sp|P51787|KCNQ1_HUMAN,1,Input_Layer,5.4219403,7.645162,0.9981336
sp|Q8N5C1|CAHM5_HUMAN,0,Input_Layer,-10.563285,12.045555,0.00691851
sp|P0C0S1|MSCS_ECOLI,0,Input_Layer,16.938028,-9.839777,0.010172701
sp|Q9W0T5|PYX_DROME,0,Input_Layer,0.54526484,-4.913158,0.023330126
sp|Q6Q1P3|KCNKI_RAT,1,Input_Layer,12.722512,2.0279467,0.9946636
sp|Q8K424|TRPV3_MOUSE,0,Input_Layer,1.908638,3.5915968,0.00033119964
sp|Q9VGH7|CLCN2_DROME,1,Input_Layer,0.9466624,-1.5530543,0.9985299
sp|P31069|KCH_ECOLI,0,Input_Layer,18.02117,-7.598065,0.0022276698
sp|Q6GM04|TTY1B_XENLA,0,Input_Layer,-15.594717,9.400597,0.002362292
sp|Q9GQ00|MOD1_CAEEL,0,Input_Layer,-16.330866,-3.1680229,0.0036768753
sp|Q7TN60|TMC6_MOUSE,0,Input_Layer,-5.813743,8.055903,0.0009704104
sp|P40310|TOK1_YEAST,1,Input_Layer,10.350219,-12.2396555,0.99876475
sp|Q10914|GLR2_CAEEL,0,Input_Layer,-5.9519386,-7.55305,0.0010281262
sp|Q8TD43|TRPM4_HUMAN,0,Input_Layer,1.089144,1.8070084,0.00039082978
sp|Q9LV72|GLR12_ARATH,0,Input_Layer,-3.620648,-14.297112,0.0023336266
sp|Q8R6L9|MSCS_CALS4,0,Input_Layer,17.982656,-10.07941,0.015341646
sp|G5EBR3|GLUCL_CAEEL,0,Input_Layer,-16.252932,-4.110518,0.004563306
sp|Q02280|KCNAE_DROME,1,Input_Layer,5.903848,9.807489,0.99525756
sp|A0A2R8Q3S9|CLCC1_DANRE,0,Input_Layer,12.835858,-22.831907,0.00890137
sp|A5X5Y0|5HT3E_HUMAN,0,Input_Layer,-14.805039,1.5161847,0.0036502038
sp|T0DVE4|MSCS_HELPX,0,Input_Layer,17.533161,-10.041683,0.0037470367
sp|Q7NDN8|GLIC_GLOVI,0,Input_Layer,-12.36812,-9.585072,0.012343382
sp|Q653P0|KOR1_ORYSJ,1,Input_Layer,3.670375,-2.358861,0.9918119
sp|Q80SX5|OTOP2_MOUSE,0,Input_Layer,-4.6651793,12.172123,0.003214678
sp|Q18593|CLHM1_CAEEL,1,Input_Layer,-11.312288,12.478596,0.9659028
sp|Q9LS46|ALMT9_ARATH,0,Input_Layer,1.1855756,-18.849068,0.006185537
sp|P0C7B7|ELIC_DICCH,0,Input_Layer,-12.383991,-9.58566,0.0067899674
sp|Q8RXR2|CLCF_ARATH,1,Input_Layer,-1.3662119,-18.11028,0.9958437
sp|Q9U1S7|PKD2_CAEEL,0,Input_Layer,-0.6863772,-2.6462169,0.0034832438
sp|D3Z291|CAHM1_MOUSE,1,Input_Layer,-9.120234,11.760057,0.96211904
sp|O14764|GBRD_HUMAN,0,Input_Layer,-18.68011,-1.8421224,0.0054911803
sp|P23849|TRKG_ECOLI,0,Input_Layer,17.554708,-5.157301,0.006380547
sp|Q6H1V1|BEST3_MOUSE,0,Input_Layer,-2.6338239,3.4137728,0.010385736
sp|Q401N2|ZACN_HUMAN,0,Input_Layer,-14.225299,2.0037096,0.009905535
sp|Q24270|CAC1D_DROME,1,Input_Layer,6.47338,12.520393,0.99597
sp|P76175|CLCB_ECOLI,1,Input_Layer,19.103273,3.30783,0.99620867
sp|Q05037|KCNA4_BOVIN,1,Input_Layer,7.388602,6.225011,0.9990386
sp|P25396|TEHA_ECOLI,0,Input_Layer,2.1112623,22.789406,0.0077063343
sp|Q9V9Y4|PHCL2_DROME,0,Input_Layer,-13.563883,-4.2066965,0.003698619
sp|Q54LT0|MCU_DICDI,0,Input_Layer,-8.175709,-16.051485,0.006207937
sp|Q7VYU0|FLUC_BORPE,0,Input_Layer,21.972075,-2.6210756,0.005891289
sp|Q5R1P3|NMDE2_CANLF,1,Input_Layer,-5.9034095,-3.214439,0.9946343
sp|A2ARP9|CTSR2_MOUSE,1,Input_Layer,6.9650106,-1.5707798,0.9966869
sp|Q9V9N1|IR40A_DROME,0,Input_Layer,-3.8714294,-6.61519,0.0026628268
sp|Q9BSA9|TM175_HUMAN,0,Input_Layer,13.630987,6.6459785,0.005359421
sp|Q9H3M0|KCNF1_HUMAN,1,Input_Layer,8.311615,3.147315,0.9979721
sp|O54912|KCNK3_RAT,1,Input_Layer,11.908686,0.35286987,0.9998586
sp|P48182|ACR2_CAEEL,0,Input_Layer,-16.38978,-5.0329204,0.013805041
sp|Q96S66|CLCC1_HUMAN,0,Input_Layer,12.91392,-22.668568,0.00621196
sp|F4IME2|MSL8_ARATH,0,Input_Layer,-0.21965536,-22.863386,0.00043363913
sp|Q06538|CSC1_YEAST,0,Input_Layer,6.375162,-14.047618,0.006295863
sp|Q32LT7|TTYH3_DANRE,0,Input_Layer,-15.733728,9.394354,0.001974775
sp|Q96RD6|PANX2_HUMAN,0,Input_Layer,0.008168457,8.787433,0.01658536
sp|P34586|TRPL_CAEEL,0,Input_Layer,-0.92046064,-1.5268685,0.003134985
sp|Q8GXJ4|GLR34_ARATH,0,Input_Layer,-2.9240966,-13.307727,0.016545067
sp|Q9YDF8|KVAP_AERPE,1,Input_Layer,22.157028,-10.295874,0.99751043
sp|Q8JFN7|ACH91_ONCMY,0,Input_Layer,-18.329163,-4.66639,0.009609252
